Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCK18,OUT017,2709.4954
FDB52,OUT019,838.74884
DRG25,OUT027,5108.9023
FDZ13,OUT049,807.8134
FDB57,OUT019,600.1117
FDR40,OUT046,1358.0298
NCO14,OUT019,82.283104
NCN19,OUT045,3048.604
FDQ28,OUT019,380.03384
FDO13,OUT018,2353.372
FDK48,OUT013,1274.6445
FDU07,OUT018,2182.8044
FDW20,OUT046,1929.427
FDV12,OUT010,334.48004
FDH24,OUT013,2425.481
FDV59,OUT049,3498.247
FDK57,OUT045,1988.1543
FDL16,OUT027,1080.1688
NCQ17,OUT046,2454.0918
FDJ15,OUT018,2854.1023
FDX24,OUT049,1503.9073
FDT47,OUT046,1526.9585
FDT10,OUT049,991.9322
FDZ37,OUT018,1219.1079
FDW43,OUT027,6036.7295
DRN36,OUT017,1522.5186
FDJ14,OUT045,1299.82
FDA32,OUT013,3468.6885
FDJ38,OUT019,526.7629
FDQ57,OUT017,2445.6746
NCQ41,OUT019,526.7629
FDG56,OUT049,922.33594
DRC13,OUT027,3216.7205
FDV55,OUT035,2477.6423
FDQ49,OUT045,2569.3264
FDE29,OUT010,170.46014
FDR03,OUT013,3486.3599
FDD45,OUT049,1503.9073
FDN38,OUT010,660.9501
FDT56,OUT046,909.57104
FDT48,OUT045,3474.997
FDU03,OUT049,2879.041
FDC56,OUT010,364.18106
NCO43,OUT027,2512.0583
FDQ27,OUT017,1646.5841
FDR03,OUT046,3405.1538
DRH23,OUT010,190.30374
FDG22,OUT045,677.85034
NCJ42,OUT013,1634.8701
FDR24,OUT046,1389.14
FDW60,OUT035,2869.4558
FDJ08,OUT013,3112.139
DRL59,OUT018,707.68353
FDG60,OUT010,558.28375
FDW27,OUT017,2427.7168
FDX14,OUT018,1160.8981
FDC20,OUT013,906.40674
NCS29,OUT018,3929.967
FDJ56,OUT046,1651.024
FDB20,OUT019,272.20856
FDL28,OUT027,6075.822
FDW01,OUT018,2182.8044
FDL03,OUT046,3079.355
FDX22,OUT049,3498.247
FDJ21,OUT035,2477.6423
FDR31,OUT045,2454.0918
FDG21,OUT035,2477.6423
FDS22,OUT027,1080.1688
FDK08,OUT035,1611.3599
FDE17,OUT018,2182.8044
NCN30,OUT017,1522.5186
FDT50,OUT046,1526.9585
NCX42,OUT049,2647.9094
FDJ12,OUT035,3519.4985
NCA18,OUT027,2964.1086
FDP23,OUT019,543.1645
FDX12,OUT013,3846.3953
FDN40,OUT018,2224.547
FDV48,OUT035,1311.2769
NCY54,OUT013,2823.9163
FDL16,OUT010,169.11029
FDR45,OUT018,3439.89
FDJ52,OUT046,2597.0369
DRG01,OUT017,1286.3585
FDP52,OUT013,3813.8738
FDU58,OUT017,3140.407
FDL02,OUT045,1651.024
FDG28,OUT013,3885.4878
FDA19,OUT035,2079.4937
FDW46,OUT027,1966.8058
NCD43,OUT049,1663.789
DRG39,OUT013,801.9701
NCF55,OUT049,690.61523
FDJ07,OUT046,1888.2489
FDE08,OUT046,2454.0918
FDP56,OUT019,146.7714
FDT45,OUT045,872.3535
FDF17,OUT018,2854.1023
FDX44,OUT046,1358.0298
FDM28,OUT027,4793.4673
FDI36,OUT049,3141.6975
FDS07,OUT045,1888.2489
FDD36,OUT045,1888.2489
FDW11,OUT046,967.5992
FDN40,OUT049,2466.8567
NCQ18,OUT049,1539.7234
NCQ54,OUT017,2709.4954
NCS42,OUT045,1389.14
DRH39,OUT010,142.80923
FDC09,OUT027,2629.8525
FDT08,OUT010,402.37277
FDC08,OUT035,3690.0955
FDT20,OUT017,700.8689
FDS35,OUT035,1071.7388
FDX58,OUT018,2854.1023
FDW58,OUT046,1534.7645
DRD27,OUT046,1595.2643
FDH32,OUT019,312.14117
FDS26,OUT035,3964.6184
FDQ31,OUT046,1358.0298
FDP11,OUT018,3084.8403
FDD58,OUT017,1590.8243
FDM33,OUT045,3474.997
FDZ16,OUT049,3141.6975
NCS29,OUT010,607.8438
NCM18,OUT019,158.59299
FDP11,OUT049,3498.247
NCC42,OUT017,2135.205
DRM23,OUT046,2845.9053
NCN55,OUT027,5999.5674
FDK46,OUT013,4089.1016
FDR01,OUT046,3118.4475
NCA05,OUT045,2337.8325
NCP43,OUT017,2873.3198
FDR12,OUT010,455.43542
FDQ01,OUT013,3899.1301
FDM13,OUT046,2103.1714
FDQ19,OUT017,3927.5828
FDK56,OUT019,526.7629
NCX06,OUT010,513.351
FDO56,OUT027,2964.1086
FDU45,OUT045,1867.2755
FDI16,OUT019,167.96484
FDL32,OUT046,1867.2755
FDA07,OUT046,2045.6865
FDA14,OUT045,2454.0918
FDV46,OUT027,3248.8455
NCO07,OUT035,3449.6553
NCP41,OUT046,1651.024
FDY60,OUT018,1872.335
FDN38,OUT017,3965.3206
FDO15,OUT046,1145.8108
FDT60,OUT013,2018.1003
FDA55,OUT035,3733.8635
FDE02,OUT010,334.48004
DRJ39,OUT049,3663.0344
FDV34,OUT035,1157.2677
FDS20,OUT027,5108.9023
FDF02,OUT027,2629.8525
FDW40,OUT017,2135.205
NCB43,OUT046,3079.355
FDR58,OUT017,1384.7001
DRJ59,OUT035,715.1763
NCD30,OUT017,1522.5186
FDE14,OUT017,1522.5186
FDC28,OUT018,1478.0403
FDU16,OUT018,1219.1079
NCD19,OUT035,921.028
FDU21,OUT046,677.85034
FDV59,OUT027,5518.968
FDU03,OUT045,3079.355
FDC33,OUT010,581.734
NCR42,OUT035,689.3073
DRH59,OUT035,1157.2677
NCM31,OUT035,2167.1726
FDS50,OUT035,3733.8635
FDP39,OUT046,818.7859
FDQ55,OUT013,1860.6627
FDV36,OUT019,320.0988
FDI05,OUT027,2095.6694
FDS45,OUT027,2542.7192
FDA39,OUT045,670.7768
FDC37,OUT010,375.1379
FDJ60,OUT027,4213.192
DRQ35,OUT046,2045.6865
NCJ06,OUT046,1988.1543
NCY42,OUT018,2182.8044
DRM37,OUT049,3141.6975
FDR14,OUT045,795.0485
FDE51,OUT049,712.5104
FDT33,OUT017,2709.4954
FDR08,OUT013,1839.6893
FDE36,OUT010,445.0749
FDL22,OUT019,265.9807
FDR44,OUT013,2075.5852
FDI56,OUT019,265.9807
FDE47,OUT010,360.7368
FDV27,OUT010,288.31964
FDV10,OUT049,712.5104
FDC40,OUT045,1299.82
NCX41,OUT013,3429.596
NCQ38,OUT027,2629.8525
FDV12,OUT027,2629.8525
FDE52,OUT017,1344.5684
FDG20,OUT027,4611.5874
FDV16,OUT027,1058.2736
FDI32,OUT017,1872.3767
FDJ32,OUT049,991.9322
FDN39,OUT018,2438.0388
FDY34,OUT017,2709.4954
FDC14,OUT035,711.20245
FDA55,OUT017,3733.8635
FDZ50,OUT010,524.73285
DRG13,OUT049,2647.9094
FDP01,OUT013,2310.2463
NCG54,OUT017,2843.0852
FDM13,OUT045,2103.1714
NCO18,OUT027,4725.786
NCW41,OUT013,2470.845
FDM52,OUT027,3757.8406
NCF55,OUT035,689.3073
FDT09,OUT046,2103.1714
NCM19,OUT035,1787.7518
FDW12,OUT018,2182.8044
FDP15,OUT019,729.5738
FDK36,OUT045,795.0485
FDZ25,OUT035,2869.4558
NCW06,OUT049,3141.6975
FDW60,OUT046,2887.522
DRC49,OUT013,2426.5056
NCT17,OUT035,3151.0972
NCN06,OUT018,2395.1147
FDC45,OUT013,2823.9163
DRJ47,OUT019,424.6547
NCF06,OUT045,3962.9263
FDE21,OUT010,364.18106
DRG27,OUT013,715.02374
FDW40,OUT049,2156.387
NCO53,OUT046,3118.4475
FDE23,OUT049,712.5104
FDQ16,OUT046,1651.024
FDS26,OUT045,3949.1006
FDZ13,OUT010,169.11029
FDS14,OUT049,2448.899
FDC10,OUT045,1888.2489
FDY16,OUT049,3092.1199
FDJ20,OUT035,1963.2339
FDV43,OUT035,711.20245
FDZ32,OUT027,2629.8525
FDR23,OUT046,2845.9053
FDN24,OUT035,830.24286
FDE34,OUT027,5108.9023
FDU31,OUT013,3468.6885
FDW33,OUT018,1519.7826
FDU26,OUT046,1888.2489
FDE20,OUT027,4160.871
NCW05,OUT035,1667.1196
FDB22,OUT018,2224.547
FDO56,OUT046,1888.2489
FDA19,OUT027,3248.8455
DRI39,OUT045,909.57104
FDH52,OUT018,855.31287
FDZ50,OUT035,3151.0972
NCN42,OUT035,2477.6423
FDB53,OUT013,2426.5056
DRG11,OUT017,1646.5841
DRK11,OUT027,3757.8406
FDQ60,OUT017,2029.8143
FDT36,OUT017,700.8689
DRG25,OUT018,2854.1023
DRJ23,OUT046,3079.355
FDG05,OUT035,2620.5874
NCK06,OUT018,1783.9502
FDU52,OUT017,2445.6746
FDW07,OUT018,1260.8502
NCM17,OUT045,699.7455
FDA22,OUT045,2712.3154
NCA41,OUT018,2854.1023
FDF38,OUT035,711.20245
FDH52,OUT046,979.1673
FDY58,OUT019,660.4452
FDZ16,OUT045,3118.4475
NCM18,OUT017,987.7171
FDA22,OUT018,2476.5715
NCJ43,OUT035,2869.4558
FDI34,OUT027,6075.822
FDG56,OUT046,979.1673
FDS34,OUT046,1888.2489
DRC01,OUT035,806.5055
FDQ04,OUT035,711.20245
FDK04,OUT035,921.028
FDT51,OUT049,1663.789
FDV26,OUT017,3132.2349
FDS04,OUT049,2156.387
FDW43,OUT018,3410.5784
FDQ28,OUT010,402.37277
NCK06,OUT017,2029.8143
FDS23,OUT018,1896.223
FDZ36,OUT019,526.7629
FDE56,OUT018,908.62366
FDW10,OUT027,4620.457
NCN14,OUT045,3079.355
NCQ18,OUT045,1526.9585
FDW08,OUT017,1646.5841
FDU43,OUT035,3904.4136
FDR33,OUT010,375.1379
FDM24,OUT010,402.37277
NCZ05,OUT046,1651.024
NCV41,OUT035,1865.9194
FDV11,OUT018,2610.1614
NCY05,OUT035,689.3073
FDV44,OUT018,2854.1023
FDW32,OUT049,1370.7947
NCU18,OUT027,3332.561
NCC43,OUT035,3886.8706
FDW19,OUT013,1744.0701
FDN31,OUT035,3151.0972
FDI48,OUT045,795.0485
FDS24,OUT017,1268.4406
FDF46,OUT049,1901.0138
DRG23,OUT017,2445.6746
FDG14,OUT018,2182.8044
NCY30,OUT049,2879.041
FDO28,OUT018,1825.6925
DRD24,OUT035,2167.1726
FDI33,OUT049,1401.9049
FDN32,OUT046,3118.4475
FDR16,OUT045,3474.997
FDF26,OUT046,2454.0918
NCN29,OUT018,676.4925
FDE20,OUT045,2712.3154
FDA46,OUT046,3118.4475
FDU28,OUT045,3079.355
FDQ48,OUT045,1595.2643
FDV36,OUT013,2035.8116
FDR14,OUT018,749.4262
FDP23,OUT017,3508.8083
FDP56,OUT013,801.9701
FDK48,OUT010,259.06842
FDR48,OUT046,2454.0918
NCY29,OUT049,922.33594
FDM22,OUT018,761.25116
DRJ01,OUT013,2597.0732
FDZ43,OUT045,3868.0842
FDV03,OUT035,2477.6423
FDX11,OUT027,5108.9023
NCA41,OUT027,5224.241
FDE38,OUT017,2709.4954
FDI27,OUT018,548.9208
FDN32,OUT013,3112.139
NCN43,OUT017,2029.8143
FDB47,OUT027,5518.968
FDV03,OUT017,2445.6746
NCN30,OUT045,1526.9585
NCV54,OUT010,331.54117
FDV07,OUT013,1634.8701
FDP07,OUT049,3092.1199
FDK48,OUT018,980.3671
FDM15,OUT019,380.03384
FDY19,OUT027,2964.1086
FDK46,OUT046,4071.698
FDY11,OUT045,1060.2819
FDH09,OUT046,818.7859
FDO08,OUT027,4099.6597
FDU14,OUT013,4077.7195
FDD22,OUT027,2964.1086
FDM27,OUT017,2588.6196
FDL02,OUT027,2629.8525
NCA17,OUT035,2477.6423
FDE38,OUT019,422.73602
NCG07,OUT049,3141.6975
DRC27,OUT013,3845.46
FDA27,OUT035,4077.7056
FDW40,OUT045,2143.622
DRI11,OUT013,1860.6627
FDN50,OUT046,1526.9585
FDR12,OUT046,2845.9053
FDT34,OUT027,2629.8525
FDW11,OUT035,990.62427
NCO30,OUT027,5069.81
FDZ34,OUT017,3140.407
FDU45,OUT017,1851.4033
NCD42,OUT035,689.3073
FDX25,OUT045,3118.4475
NCR29,OUT046,909.57104
FDX43,OUT019,413.31744
FDB04,OUT010,299.7464
FDR49,OUT027,1175.4712
FDS39,OUT018,1872.335
FDW58,OUT045,1534.7645
FDG22,OUT019,60.387985
FDG31,OUT017,987.7171
NCV53,OUT027,5999.5674
DRJ37,OUT035,2477.6423
FDV07,OUT035,1667.1196
FDW52,OUT018,2434.8289
FDT15,OUT045,3118.4475
FDD02,OUT018,1678.5786
FDM16,OUT035,1157.2677
NCE55,OUT046,2845.9053
FDB57,OUT018,3269.6016
FDQ04,OUT013,711.0499
FDQ47,OUT019,60.387985
FDY14,OUT019,730.6614
DRK37,OUT017,3140.407
FDO25,OUT017,3508.8083
FDL57,OUT046,4041.3762
NCK29,OUT018,1825.6925
FDK46,OUT027,5985.378
NCB43,OUT010,497.88812
DRE01,OUT027,5979.883
FDC46,OUT018,2895.845
FDQ23,OUT045,1651.024
FDX38,OUT049,807.8134
FDG60,OUT018,3443.0999
FDW55,OUT017,3872.5579
FDP39,OUT013,801.9701
FDB20,OUT018,1160.8981
FDV21,OUT017,2047.5256
FDZ02,OUT013,1510.8046
FDP19,OUT027,3253.351
FDA38,OUT035,3912.5857
FDH22,OUT045,2063.398
DRM11,OUT045,4071.698
FDO12,OUT027,5224.241
FDT14,OUT049,2000.9192
FDW34,OUT010,641.85474
FDG04,OUT027,4652.369
FDW59,OUT018,1219.1079
FDR33,OUT018,1478.0403
FDP32,OUT013,2035.8116
FDL13,OUT027,6075.822
FDD22,OUT013,1860.6627
FDV40,OUT027,1980.2554
NCD55,OUT046,699.7455
FDQ20,OUT010,104.622
FDD28,OUT045,909.57104
FDC39,OUT045,3474.997
NCR17,OUT049,1901.0138
DRO35,OUT018,1678.5786
FDF40,OUT049,4015.0486
FDR31,OUT018,2182.8044
NCQ41,OUT017,3140.407
FDP38,OUT046,795.0485
NCU54,OUT027,5518.968
FDG22,OUT018,527.02563
DRK59,OUT013,3835.8235
FDC37,OUT046,1651.024
NCO42,OUT013,2310.2463
NCT42,OUT017,2445.6746
FDX27,OUT035,1390.9785
FDV40,OUT018,1028.9001
FDT45,OUT027,1678.3806
FDS47,OUT019,277.40753
FDR45,OUT035,3912.5857
FDB03,OUT045,3787.3538
FDO49,OUT035,830.24286
FDU60,OUT027,4213.192
FDB26,OUT018,676.4925
FDB46,OUT017,3508.8083
FDQ37,OUT019,383.65887
FDN03,OUT017,4100.875
NCX30,OUT045,3962.9263
FDK32,OUT019,380.03384
DRM47,OUT013,3112.139
NCO02,OUT046,1097.2777
FDP04,OUT013,1057.1176
NCO43,OUT049,1663.789
FDD59,OUT013,1274.6445
FDQ10,OUT017,2843.0852
FDW45,OUT035,2477.6423
NCK30,OUT049,3986.1763
FDU31,OUT018,3084.8403
NCQ17,OUT019,380.03384
FDN01,OUT017,2843.0852
FDZ19,OUT049,2869.1553
DRG37,OUT017,2445.6746
FDE32,OUT045,561.5911
FDO34,OUT049,2735.5654
FDM04,OUT019,146.7714
FDZ25,OUT049,2869.1553
FDU08,OUT049,1608.0292
NCW30,OUT045,3908.0798
NCM18,OUT013,976.003
FDS22,OUT035,711.20245
NCH18,OUT017,3912.5857
FDC23,OUT013,2826.4404
FDY46,OUT013,3073.0464
NCU06,OUT046,3780.4846
FDX57,OUT045,1526.9585
FDX36,OUT027,5737.381
FDL16,OUT045,795.0485
FDT16,OUT010,736.30426
FDN16,OUT018,1478.0403
FDC03,OUT046,3118.4475
DRF60,OUT013,3885.4878
FDS27,OUT027,5154.398
FDP33,OUT010,702.7291
FDJ36,OUT018,1519.7826
NCR42,OUT013,689.1548
FDV14,OUT017,1344.5684
NCP42,OUT035,3151.0972
FDB50,OUT027,2169.4075
NCC30,OUT027,4611.5874
FDA23,OUT018,1478.0403
FDW16,OUT017,1384.7001
FDQ52,OUT010,724.9116
FDB58,OUT049,2188.808
NCP29,OUT049,1073.0468
NCM05,OUT045,3964.0137
FDO25,OUT013,3468.6885
NCM54,OUT046,2063.398
NCL54,OUT046,2845.9053
FDL39,OUT010,496.62625
FDF53,OUT018,2569.7168
NCQ42,OUT035,2079.4937
FDF58,OUT013,976.003
FDZ04,OUT035,1071.7388
FDE26,OUT019,358.9475
FDS60,OUT017,2802.8967
FDV58,OUT017,3015.9756
FDM04,OUT045,795.0485
FDE08,OUT035,2477.6423
NCB43,OUT049,3092.1199
FDU11,OUT010,331.54117
FDF22,OUT019,543.1645
FDE24,OUT013,2116.0364
DRJ49,OUT046,2103.1714
NCQ53,OUT035,3916.2007
NCL41,OUT013,689.1548
FDR22,OUT013,1744.0701
FDH04,OUT035,1507.238
DRH15,OUT045,703.7193
FDY40,OUT049,807.8134
NCI17,OUT035,1543.0541
NCC18,OUT013,2796.2058
FDY28,OUT027,5518.968
FDB45,OUT027,2666.4329
NCL30,OUT018,1801.6615
FDM10,OUT017,3500.6362
FDH22,OUT027,3253.351
NCZ53,OUT017,3140.407
NCI18,OUT013,3672.3225
FDH14,OUT027,3332.561
FDR36,OUT027,1080.1688
FDW01,OUT045,2454.0918
FDK02,OUT027,3025.813
FDJ02,OUT018,2182.8044
FDU55,OUT013,4089.1016
NCV18,OUT027,2300.6855
FDH14,OUT018,1831.8838
FDZ37,OUT045,1358.0298
FDX49,OUT049,3795.4326
NCD43,OUT046,1651.024
FDZ07,OUT013,976.003
FDK43,OUT035,2079.4937
FDR32,OUT018,3399.4468
FDT39,OUT013,2426.5056
NCV54,OUT017,1972.2821
FDF38,OUT018,548.9208
FDV60,OUT046,3079.355
FDH44,OUT027,3757.8406
FDS21,OUT046,979.1673
NCL41,OUT045,677.85034
FDM46,OUT017,1486.7025
FDU27,OUT045,795.0485
NCJ54,OUT017,3886.0325
DRG51,OUT018,2389.0474
NCA29,OUT019,440.11755
FDR47,OUT045,3107.0654
NCL19,OUT027,3332.561
DRG01,OUT049,1158.5757
FDG10,OUT046,909.57104
NCV05,OUT049,2466.8567
NCH18,OUT019,578.1445
FDV14,OUT018,1219.1079
DRJ23,OUT035,3142.925
DRJ11,OUT046,3118.4475
FDZ03,OUT017,3140.407
FDI27,OUT010,104.622
FDJ14,OUT018,1209.0015
FDU32,OUT017,1972.2821
FDD47,OUT027,4611.5874
DRF36,OUT035,3151.0972
FDM21,OUT046,4032.6055
FDV10,OUT018,548.9208
FDH60,OUT018,2899.055
FDX47,OUT010,392.22327
FDT19,OUT019,445.30746
FDO11,OUT045,4041.3762
FDH24,OUT027,4033.6226
FDL02,OUT018,1519.7826
FDB02,OUT049,2869.1553
FDA43,OUT046,3118.4475
FDG52,OUT045,795.0485
DRC12,OUT013,3100.7568
FDY37,OUT018,1872.335
NCU18,OUT045,2143.622
FDU09,OUT035,921.028
DRJ25,OUT027,1316.242
DRE12,OUT018,1657.6052
DRL47,OUT017,2029.8143
DRK01,OUT046,1526.9585
FDC22,OUT019,526.7629
FDG44,OUT013,825.70746
FDW04,OUT035,2126.722
FDK09,OUT049,3795.4326
NCN43,OUT035,2061.782
FDG04,OUT049,3071.854
FDH32,OUT010,334.48004
DRI47,OUT017,2445.6746
DRE15,OUT013,1142.6466
FDY11,OUT035,1108.7346
FDO60,OUT049,712.5104
FDQ20,OUT018,548.9208
FDO57,OUT027,4067.284
FDT14,OUT019,309.20224
FDA57,OUT049,712.5104
DRN35,OUT017,704.8427
FDJ03,OUT046,795.0485
FDX28,OUT017,1646.5841
DRE25,OUT045,1389.14
FDR09,OUT046,3949.1006
FDB23,OUT035,3808.017
FDO08,OUT045,2624.6594
FDQ23,OUT049,1663.789
FDW04,OUT013,2075.5852
DRK13,OUT010,581.734
NCL17,OUT027,3332.561
FDY21,OUT035,3151.0972
FDJ38,OUT027,5108.9023
FDA37,OUT019,338.39792
FDV43,OUT013,711.0499
FDL36,OUT046,1399.4845
FDD53,OUT045,699.7455
FDZ19,OUT010,455.43542
FDV21,OUT045,2063.398
NCL54,OUT018,2610.1614
DRI47,OUT027,3757.8406
DRG03,OUT049,2466.8567
FDG21,OUT013,2426.5056
FDW03,OUT018,1478.0403
NCI55,OUT046,2045.6865
DRC36,OUT019,440.11755
FDH22,OUT017,2047.5256
FDV20,OUT045,2063.398
NCU41,OUT027,5185.149
FDN46,OUT027,2629.8525
FDK50,OUT045,2624.6594
NCA05,OUT027,3794.421
DRH01,OUT018,2610.1614
FDT08,OUT018,2182.8044
FDM08,OUT018,3266.3916
FDZ07,OUT035,979.05615
FDS22,OUT017,722.76404
FDV35,OUT027,3847.6313
FDI28,OUT010,294.5475
FDW58,OUT027,2666.4329
FDT52,OUT045,3868.0842
FDY34,OUT046,2624.6594
FDR10,OUT046,2597.0369
FDK57,OUT017,1972.2821
FDR02,OUT027,2629.8525
FDX49,OUT046,3802.3076
FDQ20,OUT046,699.7455
DRK23,OUT045,4071.698
NCW06,OUT046,3118.4475
FDR31,OUT017,2445.6746
NCE43,OUT013,2690.3264
DRO59,OUT027,2095.6694
FDN09,OUT049,3891.3342
FDR11,OUT046,2624.6594
FDO57,OUT013,2453.1035
NCX18,OUT017,3158.0784
FDB05,OUT018,3617.9124
FDQ08,OUT018,855.31287
NCG43,OUT035,1507.238
FDJ56,OUT013,1634.8701
FDA13,OUT010,82.72687
FDO56,OUT017,1872.3767
FDB37,OUT018,3443.0999
FDZ02,OUT018,1361.5824
FDQ24,OUT046,4071.698
FDM16,OUT013,1142.6466
FDU35,OUT049,1608.0292
FDT35,OUT035,2739.076
NCX30,OUT049,4795.2627
FDG04,OUT017,3158.0784
FDI12,OUT035,1369.4867
FDE35,OUT035,979.05615
NCP14,OUT027,2629.8525
NCY53,OUT045,1651.024
FDP49,OUT017,918.12085
FDQ04,OUT017,722.76404
FDM39,OUT035,2920.1716
FDO58,OUT019,407.27316
FDC56,OUT017,1880.8755
NCQ54,OUT046,2712.3154
FDV10,OUT027,1080.1688
NCK17,OUT046,699.7455
NCF55,OUT027,1058.2736
FDV33,OUT013,4058.7798
NCH29,OUT019,312.14117
FDA37,OUT027,3253.351
FDH46,OUT018,1478.0403
FDS25,OUT035,1787.7518
FDH04,OUT027,2414.0146
FDX52,OUT046,3118.4475
NCD42,OUT017,700.8689
FDW47,OUT017,2029.8143
FDL25,OUT027,2533.6448
NCJ06,OUT010,331.54117
FDY09,OUT013,2823.9163
FDS40,OUT046,677.85034
FDH41,OUT017,3508.8083
FDG38,OUT035,1369.4867
FDU03,OUT027,4754.375
FDV20,OUT046,2063.398
DRB13,OUT045,3048.604
NCQ30,OUT013,1960.5681
NCH06,OUT013,3835.8235
FDU50,OUT018,1657.6052
NCO42,OUT019,222.65413
FDW09,OUT018,1160.8981
FDH04,OUT013,1372.9861
FDC21,OUT045,1651.024
FDL21,OUT049,712.5104
FDM46,OUT010,303.85403
FDT22,OUT019,148.12125
FDB28,OUT035,3151.0972
FDI12,OUT018,1260.8502
FDA28,OUT045,2063.398
FDF59,OUT013,2035.8116
FDM45,OUT027,3216.7205
FDQ56,OUT017,1344.5684
FDR46,OUT049,2466.8567
FDT01,OUT013,3468.6885
FDD16,OUT027,1980.2554
NCU30,OUT010,425.56903
FDM40,OUT010,359.37466
FDI56,OUT035,1507.238
NCS30,OUT013,2035.8116
FDU08,OUT017,1522.5186
FDX51,OUT027,5224.241
FDA43,OUT045,3118.4475
FDX59,OUT010,82.72687
FDC37,OUT018,1478.0403
FDP58,OUT013,3468.6885
NCY42,OUT035,2167.1726
FDF21,OUT018,2854.1023
FDU10,OUT027,1058.2736
DRL47,OUT018,1783.9502
FDA58,OUT018,3431.9683
FDJ22,OUT049,3092.1199
FDK50,OUT046,2597.0369
FDO38,OUT035,1311.2769
DRF60,OUT035,3912.5857
NCZ42,OUT019,641.85474
FDD35,OUT049,1901.0138
FDL25,OUT045,1491.1425
FDJ16,OUT013,906.40674
DRK59,OUT049,3841.67
FDI50,OUT046,3841.531
NCB19,OUT045,1358.0298
DRI37,OUT035,921.028
FDA14,OUT027,3757.8406
FDC08,OUT018,3402.6567
FDS45,OUT046,1651.024
FDI21,OUT049,1043.0564
DRJ47,OUT035,2872.6658
DRE37,OUT027,5108.9023
FDT55,OUT018,2325.7495
NCG42,OUT027,3253.351
FDA31,OUT049,2869.1553
NCW42,OUT046,3650.2695
FDF50,OUT017,3140.407
FDK56,OUT049,3141.6975
FDX10,OUT035,689.3073
NCK07,OUT027,4058.414
FDZ49,OUT017,3698.2676
FDR33,OUT013,1634.8701
FDO44,OUT018,1603.7283
FDA20,OUT046,3118.4475
NCL30,OUT045,2063.398
FDI05,OUT019,236.72958
FDQ12,OUT018,3407.3684
FDH47,OUT017,1522.5186
FDH34,OUT018,2854.1023
FDF29,OUT046,2103.1714
FDG40,OUT018,527.02563
NCE18,OUT017,4007.4277
FDP21,OUT010,524.73285
FDY50,OUT013,1332.8544
FDB36,OUT049,2115.9363
NCZ29,OUT049,2076.1628
FDU20,OUT018,1678.5786
FDO56,OUT013,1860.6627
FDW31,OUT049,3141.6975
DRH59,OUT013,1142.6466
NCB30,OUT017,3140.407
FDK43,OUT027,3253.351
FDW43,OUT045,3802.4385
NCL19,OUT017,2135.205
FDJ27,OUT046,1651.024
FDC45,OUT046,2712.3154
FDY40,OUT035,806.5055
NCM41,OUT035,1415.5801
NCK18,OUT019,422.73602
FDP37,OUT049,2115.9363
FDA27,OUT027,5915.964
NCX30,OUT035,3872.5579
FDR09,OUT017,4024.5225
FDG08,OUT027,4611.5874
NCU30,OUT013,2597.0732
FDB16,OUT017,1344.5684
FDM16,OUT017,1105.8276
FDC48,OUT013,1322.7479
NCF18,OUT046,3079.355
FDU46,OUT018,1219.1079
FDH41,OUT018,3126.583
NCN42,OUT010,402.37277
FDU49,OUT046,1358.0298
FDB20,OUT027,2169.4075
FDG50,OUT019,265.9807
FDW20,OUT045,1929.427
NCO55,OUT049,1663.789
FDX48,OUT046,2454.0918
FDU48,OUT046,2103.1714
FDR48,OUT019,380.03384
FDK27,OUT013,2018.1003
FDT35,OUT013,2662.616
FDN12,OUT049,1663.789
NCE31,OUT019,60.387985
FDL21,OUT017,722.76404
FDV56,OUT017,1646.5841
FDR16,OUT017,3508.8083
NCP41,OUT049,1663.789
FDJ27,OUT013,1634.8701
FDA07,OUT017,2029.8143
FDK55,OUT049,1285.3325
FDM33,OUT049,3696.7002
FDY46,OUT046,3079.355
FDD36,OUT046,1888.2489
FDB12,OUT027,2629.8525
FDF28,OUT019,338.39792
NCE07,OUT019,358.9475
FDW50,OUT027,4058.414
NCW18,OUT017,3912.5857
NCJ17,OUT019,277.40753
DRZ24,OUT010,331.54117
FDS07,OUT035,1904.3445
NCW05,OUT010,380.3278
FDZ22,OUT018,1219.1079
FDK02,OUT046,1888.2489
FDZ45,OUT027,5224.241
FDL25,OUT046,1389.14
FDS08,OUT045,2845.9053
NCZ42,OUT027,6182.9556
FDX57,OUT035,1543.0541
FDF21,OUT046,3118.4475
FDJ56,OUT018,1403.3247
FDX10,OUT013,689.1548
DRG48,OUT035,2477.6423
DRN37,OUT046,2712.3154
NCY41,OUT018,527.02563
FDN28,OUT045,1651.024
FDE34,OUT045,3118.4475
FDR10,OUT045,2624.6594
FDC32,OUT017,1486.7025
DRG13,OUT046,2624.6594
FDP59,OUT049,1547.5294
NCT53,OUT010,423.19708
FDL57,OUT027,5955.056
FDN32,OUT010,524.73285
FDK09,OUT018,3399.4468
FDA52,OUT010,468.88693
FDC57,OUT049,3092.1199
FDI09,OUT035,3718.806
NCB07,OUT046,3079.355
FDP26,OUT035,1667.1196
FDP40,OUT027,2881.6936
FDL15,OUT013,2426.5056
FDV07,OUT046,1771.6562
FDS03,OUT017,1068.8317
FDE50,OUT049,3092.1199
FDQ15,OUT017,1286.3585
FDQ33,OUT010,402.37277
FDT22,OUT013,906.40674
DRO35,OUT035,1904.3445
